num,epoch,resx,resy,resz,x,y,z
104,8.051273,0.380282,0.260223,0.656421,0.019283,-0.010373,0.052679
105,8.051331,0.311299,0.218288,0.812483,0.019225,-0.010307,0.052455
106,8.051389,0.403459,0.159309,0.468586,0.019155,-0.010487,0.051791
107,8.051447,0.319569,0.102557,0.622677,0.019009,-0.010701,0.052121
108,8.051505,0.231483,0.208640,0.980682,0.018916,-0.010556,0.051713
109,8.051563,0.273755,0.191643,-0.263120,0.019909,-0.010228,0.051604
110,8.051620,0.217382,0.278572,-0.228053,0.019928,-0.010015,0.050850
111,8.051678,0.116700,0.227605,-0.168894,0.020277,-0.009623,0.049515
112,8.051736,0.243047,0.113661,0.373072,0.018273,-0.010276,0.049267
113,8.051794,0.332002,0.095956,0.732981,0.018600,-0.010453,0.049040
114,8.051852,0.197762,0.194155,0.130586,0.017364,-0.010398,0.047431
115,8.051910,0.204969,0.016328,0.394159,0.018539,-0.009167,0.044496
116,8.051968,0.307658,0.092226,0.435813,0.018112,-0.010259,0.047423
117,8.052025,0.308636,-0.021645,0.147384,0.017528,-0.010150,0.045663
118,8.052083,0.230490,0.118573,0.113309,0.016977,-0.010574,0.045934
119,8.052141,0.124548,0.046758,0.199681,0.017109,-0.010213,0.044871
120,8.052199,0.051947,-0.048240,0.656828,0.017378,-0.009818,0.042735
121,8.052257,0.087511,-0.176058,-0.363987,0.018462,-0.009232,0.042925
122,8.052315,-0.087837,-0.153334,0.208028,0.018038,-0.010857,0.051031
123,8.052373,-0.082299,-0.159785,-0.294432,0.019571,-0.010044,0.051965
124,8.052431,-0.036952,-0.167286,-0.364938,-0.006687,0.016866,0.051599
125,8.052488,-0.014510,-0.226891,-0.230980,0.022913,-0.009449,0.059525
126,8.052546,-0.141299,0.023375,-0.204547,0.019274,-0.009941,0.048455
127,8.052604,-0.031854,0.017312,0.577932,0.145935,0.021935,0.437090
128,8.052662,-0.107979,-0.172513,0.393125,0.016323,-0.011350,0.043546
129,8.052720,0.032286,0.061810,0.456338,0.015270,-0.013051,0.046508
130,8.052778,0.053320,0.026263,0.126350,0.014393,-0.013924,0.047677
131,8.052836,0.196133,0.145539,-0.017233,0.007733,-0.014030,0.037375
132,8.052894,0.242568,0.162811,-0.314471,0.013874,-0.017916,0.058155
133,8.052951,0.255886,0.150175,0.462136,0.016109,-0.011924,0.046002
134,8.053009,0.185695,0.098827,0.246890,0.018796,-0.005693,0.036052
135,8.053067,0.163868,0.094986,0.205883,0.018308,-0.006476,0.036321
136,8.053125,0.296672,-0.025608,-0.462934,0.018206,-0.007952,0.039809
137,8.053183,0.172133,-0.060290,0.041054,0.016134,-0.008338,0.036991
138,8.053241,0.162847,0.015258,-0.499411,0.018188,-0.007342,0.038371
139,8.053299,0.134857,-0.073381,-0.091499,0.020290,-0.006705,0.040245
140,8.053356,0.039517,-0.085879,-0.149852,0.018963,-0.006371,0.036623
141,8.053414,0.039348,0.102428,-0.454721,0.018438,-0.006057,0.034850
142,8.053472,-0.039737,0.163506,0.435236,0.019538,-0.009776,0.049190
143,8.053530,-0.173629,0.045489,0.411316,0.024312,0.001641,0.025204
144,8.053588,0.053106,0.201981,0.099253,0.022314,0.004091,0.016749
145,8.053646,-0.073395,0.323728,0.559672,0.017099,-0.009218,0.039799
146,8.053704,-0.047700,0.235564,0.214667,0.019460,-0.005674,0.035428
147,8.053819,0.075823,0.323375,-0.144908,0.017378,-0.008073,0.033636
148,8.053877,0.043137,0.294969,-1.309221,0.017682,-0.005079,0.025035
149,8.053935,0.136490,0.367601,0.174955,0.014758,-0.010754,0.036548
150,8.054051,0.180718,0.524944,0.577129,0.012989,-0.015648,0.047278
151,8.054109,0.150827,0.434038,0.671477,0.015953,-0.008546,0.032347
152,8.054167,0.150143,0.182424,0.437312,0.014548,-0.011683,0.038018
153,8.054225,0.036087,-0.001691,-0.059251,0.018213,-0.009883,0.040198
154,8.054282,-0.068644,-0.150790,-0.023960,0.004002,-0.014652,0.031428
155,8.054340,-0.158455,-0.261744,-0.315803,0.015529,-0.011217,0.039565
156,8.054398,-0.247509,-0.032080,-0.057446,0.020125,-0.009611,0.042474
157,8.054456,-0.254103,0.156914,-0.723360,0.015032,-0.011502,0.039149
158,8.054514,-0.240217,0.172156,-0.650957,0.017155,-0.007191,0.031704
159,8.054572,-0.310578,0.300926,-0.835479,0.012892,-0.015319,0.044648
160,8.054630,-0.326083,0.453455,-0.170939,0.365220,0.673192,-0.944971
161,8.054688,0.147199,0.269224,0.438557,0.017433,-0.006334,0.034674
162,8.054745,-0.115803,0.795000,0.198956,0.008770,-0.020169,0.042581
163,8.054803,-0.007688,0.840441,1.023198,-0.002364,-0.034688,0.043607
164,8.054861,0.070038,0.872169,-0.732893,0.007462,-0.022179,0.042658
165,8.054919,0.093071,0.643582,0.201908,0.008704,-0.019247,0.039816
166,8.054977,-0.003460,0.539368,-0.410942,0.004061,-0.025528,0.039682
167,8.055035,0.130032,0.364830,-0.590024,0.009680,-0.017944,0.039070
168,8.055093,0.193868,0.356816,-0.626433,0.010198,-0.017398,0.038190
169,8.055150,0.138049,0.332688,-0.680657,0.010502,-0.016689,0.037682
170,8.055208,0.041386,0.299379,0.320339,0.009529,-0.017176,0.036306
171,8.055266,0.104041,0.196819,0.105468,0.010007,-0.016089,0.035690
172,8.055324,0.066497,0.186310,-0.635580,0.002172,-0.029164,0.035495
173,8.055382,-0.112716,0.325655,-0.298424,0.013983,-0.012434,0.037493
174,8.055440,-0.049314,0.587199,-0.387000,0.014791,-0.011707,0.037731
175,8.055498,-0.024450,0.579812,-0.219686,0.232080,0.220372,0.123233
176,8.055556,0.114097,0.415697,-0.286568,0.029291,0.011632,0.020399
177,8.055613,0.103587,0.595540,-0.343553,0.029714,0.013662,0.017495
178,8.055671,0.180996,0.813788,0.709162,0.020098,-0.000544,0.025817
179,8.055729,0.217715,0.982346,0.209368,0.024375,0.006403,0.020525
180,8.055787,0.253824,1.010301,-0.686035,0.026842,0.009174,0.019875
181,8.055845,0.320883,0.842945,0.259300,0.039758,0.029500,0.006772
182,8.055903,0.283246,0.845673,0.090322,0.069024,0.075578,-0.015559
183,8.055961,0.236920,0.574503,-0.077317,0.088802,0.097982,-0.014152
184,8.056019,0.264070,0.495407,1.267204,0.076553,0.088492,-0.018687
185,8.056076,0.247537,0.494739,0.127156,-0.233700,-0.400575,0.245354
186,8.056134,-0.043616,0.632372,-0.366531,-0.015049,-0.054071,0.054654
187,8.056192,0.096832,0.419713,1.101752,0.000659,-0.028964,0.041586
188,8.056250,-0.073096,0.336741,0.444245,0.006379,-0.022162,0.039990
189,8.056308,-0.048750,0.451365,-0.502472,0.008800,-0.019919,0.039861
190,8.056366,-0.023037,0.523259,-0.180358,0.002010,-0.001617,0.012476
191,8.056424,0.010479,0.675350,0.796971,0.008834,-0.014231,0.032823
192,8.056481,-0.147587,0.574827,0.664731,0.010897,-0.012985,0.031533
193,8.056539,-0.065984,0.624470,-0.162874,0.011276,-0.013128,0.029014
194,8.056597,-0.053814,0.590983,0.087138,0.011355,-0.012317,0.031912
195,8.056655,-0.094941,0.639079,-0.056241,0.013985,-0.012666,0.034773
196,8.056713,-0.086343,0.568158,0.278246,0.013146,-0.011246,0.040106
197,8.056771,-0.077995,0.678433,0.521589,0.010919,-0.012527,0.027198
198,8.056829,-0.101826,0.385900,0.472042,0.011538,-0.012348,0.033035
199,8.056887,-0.049184,0.455019,-0.084687,0.013983,-0.011617,0.033510
200,8.056944,-0.110446,0.270763,-0.496212,0.011696,-0.012431,0.033011
201,8.057002,-0.055276,0.158123,0.326108,0.012516,-0.011848,0.035964
202,8.057060,-0.031014,0.136438,-0.095173,0.019284,-0.008546,0.045143
203,8.057118,0.012686,0.166782,-0.332270,0.010480,-0.013683,0.036995
204,8.057176,-0.009795,0.154255,-0.050741,0.008702,-0.014201,0.013814
205,8.057234,0.122323,0.145721,-0.537521,0.010795,-0.013091,0.032831
206,8.057292,0.070123,0.120549,-0.439113,0.010425,-0.013148,0.029496
207,8.057350,0.144963,0.037037,-0.390089,0.010594,-0.013398,0.030860
208,8.057407,0.091500,0.140031,0.102382,0.009698,-0.013131,0.028491
209,8.057465,0.079675,0.217124,0.195893,0.009783,-0.012913,0.025491
210,8.057523,0.143297,0.146434,-0.032554,0.019057,-0.012349,0.037050
211,8.057581,0.111499,0.046436,0.194266,0.009766,-0.013406,0.027913
212,8.057639,0.207664,-0.081574,-0.023163,-0.039859,-0.016829,-0.017518
213,8.057697,0.220369,0.067750,-0.255259,0.010463,-0.013239,0.030309
214,8.057755,0.133921,0.248091,0.399654,0.009994,-0.012991,0.027940
215,8.057812,0.159799,0.324233,-0.156301,0.010658,-0.012909,0.028624
216,8.057870,0.199312,0.348171,-0.107137,0.011015,-0.012627,0.026323
217,8.057928,0.249655,0.291365,0.193007,0.009776,-0.012968,0.029022
218,8.057986,0.267836,0.194090,-0.064279,0.011941,-0.012676,0.029117
219,8.058044,0.151580,0.254137,0.116423,0.009556,-0.013026,0.026956
220,8.058102,0.265361,0.311415,-0.258655,0.010371,-0.012671,0.025809
221,8.058160,0.184234,0.191451,-0.169215,0.010521,-0.012788,0.025720
222,8.058218,0.222115,0.078565,0.181601,0.009663,-0.013017,0.025434
223,8.058275,0.187632,-0.034331,0.435524,0.009923,-0.012887,0.025095
224,8.058333,0.212609,-0.075325,0.757343,0.009792,-0.012543,0.025414
225,8.058391,0.153838,-0.143582,-0.314478,0.010205,-0.012414,0.023922
226,8.058449,0.138913,0.022595,-0.263595,0.009873,-0.013814,0.026990
227,8.058507,0.068917,-0.095967,-0.041261,0.013601,-0.012574,0.029771
228,8.058565,0.093649,-0.169699,-0.310533,0.009924,-0.012789,0.024917
229,8.058623,0.004803,-0.141295,-0.493606,0.009096,-0.012108,0.011821
230,8.058681,-0.054054,0.053942,-0.913869,0.011100,-0.011839,0.020386
231,8.058738,-0.101674,0.262865,-0.144706,0.010964,-0.012338,0.025394
232,8.058796,-0.023666,0.291512,0.301284,0.017279,-0.007559,0.034215
233,8.058854,-0.035893,0.239068,0.282973,0.012381,-0.010954,0.027825
234,8.058912,-0.018273,0.231511,-0.003365,-0.023549,-0.038128,-0.020879
235,8.058970,0.021020,0.165946,-0.424995,0.007921,-0.013259,0.024095
236,8.059028,-0.038819,0.107981,-0.430396,0.011458,-0.011898,0.026567
237,8.059086,0.085142,0.210207,-0.234384,0.009537,-0.013287,0.023979
238,8.059144,0.168172,0.182214,-0.620154,0.009437,-0.013178,0.023847
239,8.059201,0.167336,-0.055835,-0.629988,0.009834,-0.013298,0.017590
240,8.059259,0.198081,-0.063900,-0.172178,0.009767,-0.012958,0.023719
241,8.059317,0.083294,-0.116894,0.366736,0.008947,-0.013151,0.023047
242,8.059375,0.072872,-0.054764,-0.324283,0.009339,-0.013053,0.022656
243,8.059433,0.090749,0.049279,-0.652606,0.009104,-0.014010,0.022835
244,8.059491,0.181430,0.062840,0.073343,0.008499,-0.013734,0.022336
245,8.059549,0.229067,0.047678,-0.416812,0.007475,-0.018314,0.053592
246,8.059606,0.076421,0.123494,-0.365443,0.009080,-0.013626,0.023965
247,8.059664,0.084517,0.251493,0.126242,0.008430,-0.013643,0.023460
248,8.059722,0.139042,0.302508,0.366054,0.008736,-0.013808,0.024254
249,8.059780,0.108655,0.380558,-0.101493,0.009472,-0.014098,0.027157
250,8.059838,0.082585,0.291472,-0.222988,0.008649,-0.014617,0.029107
251,8.059896,0.095587,0.366478,-0.388637,0.008738,-0.014213,0.026453
252,8.059954,0.072176,0.217578,-0.464071,0.009105,-0.013323,0.021074
253,8.060012,0.111250,0.422739,-0.262103,0.009045,-0.013682,0.024017
254,8.060069,0.055668,0.295608,-0.379753,0.008763,-0.013718,0.022757
255,8.060127,0.061062,0.154765,0.230810,0.008347,-0.013841,0.022611
256,8.060185,-0.018677,-0.031174,-0.197736,0.025572,-0.000025,0.020621
257,8.060243,0.104848,0.009365,0.298519,0.008558,-0.015668,0.020000
258,8.060301,0.081782,0.068333,0.990084,0.008399,-0.014580,0.024551
259,8.060359,0.012703,0.200096,0.448595,0.007762,-0.014481,0.022003
260,8.060417,0.102597,0.216283,-0.244138,0.009283,-0.013201,0.019828
261,8.060475,0.168559,0.235925,-0.625004,0.008938,-0.013640,0.022382
262,8.060532,0.124202,0.088867,0.904715,0.008703,-0.013712,0.021608
263,8.060590,0.216467,0.236990,-0.282881,0.009036,-0.011092,0.022842
264,8.060648,0.257298,0.155253,-0.012806,0.005421,-0.009696,-0.001457
265,8.060706,0.171137,0.207856,0.259737,0.008445,-0.013508,0.023195
266,8.060764,0.088554,0.085681,0.794119,0.008756,-0.012909,0.020407
267,8.060822,0.115080,0.012681,0.374532,0.008157,-0.017619,0.020122
268,8.060880,0.093366,-0.033393,0.687000,0.008608,-0.012997,0.021569
269,8.060938,0.086000,0.054606,0.007422,0.007050,-0.013080,0.015733
270,8.060995,-0.007090,0.003170,0.040374,0.005682,-0.010521,0.012701
271,8.061053,0.093472,0.042771,-0.837785,0.008547,-0.013968,0.021768
272,8.061111,-0.011368,-0.074781,0.090190,0.002901,-0.016347,0.014000
273,8.061169,0.015488,0.035969,0.218474,0.007521,-0.014432,0.019054
274,8.061227,0.064557,0.006728,-0.351212,0.009142,-0.006863,0.024667
275,8.061285,0.053095,-0.004462,-0.088239,0.009310,-0.011156,0.023218
276,8.061343,0.122273,-0.002574,-0.842234,0.008906,-0.011000,0.021414
277,8.061400,0.111903,-0.108501,0.167642,0.008262,-0.012933,0.021533
278,8.061458,0.109459,-0.269365,-0.507175,0.008778,-0.012416,0.020786
279,8.061516,0.127484,-0.186534,-0.373448,0.009415,-0.011634,0.016827
280,8.061574,0.122023,-0.261496,0.503915,0.008719,-0.012321,0.019336
281,8.061632,0.141822,-0.327416,0.790958,0.008761,-0.012330,0.019429
282,8.061690,0.213797,-0.352405,-0.315111,0.008903,-0.012505,0.020463
283,8.061748,0.222492,-0.193383,0.172460,0.008147,-0.013043,0.022184
284,8.061806,0.231521,-0.347312,-0.601221,0.008836,-0.012598,0.020438
285,8.061863,0.308540,-0.191307,-0.765485,0.008803,-0.012504,0.020140
286,8.061921,0.185668,-0.241326,0.475641,0.008863,-0.012208,0.017946
287,8.061979,0.229099,-0.229254,0.051134,0.008034,-0.012356,0.018119
288,8.062037,0.191579,-0.065267,0.002976,0.006277,-0.012608,0.017469
289,8.062095,0.294751,0.186765,-0.385998,0.008977,-0.012391,0.018745
290,8.062153,0.176885,0.080818,0.553786,0.008758,-0.012430,0.017770
291,8.062211,0.321174,0.135932,0.725235,0.008651,-0.012606,0.018782
292,8.062269,0.322042,-0.007068,0.862085,0.008744,-0.011413,0.019173
293,8.062326,0.426464,-0.028838,0.615193,0.007656,-0.013482,0.025207
294,8.062384,0.465447,-0.068297,-0.000465,0.006072,-0.012575,0.016843
295,8.062442,0.421110,-0.184157,-0.543614,0.008819,-0.012117,0.018505
296,8.062500,0.487262,-0.285285,0.743084,0.008687,-0.012252,0.018162
297,8.062558,0.507360,-0.441170,0.231274,0.008616,-0.012033,0.017378
298,8.062616,0.495631,-0.451224,-0.291417,0.008771,-0.012177,0.019243
299,8.062674,0.457223,-0.505299,-0.156043,0.009176,-0.012367,0.018222
300,8.062731,0.406034,-0.270015,-0.240309,0.009029,-0.011966,0.017556
301,8.062789,0.376416,-0.233206,-0.738897,0.008746,-0.012219,0.018132
302,8.062847,0.370435,0.002870,0.390225,0.008667,-0.009375,0.019180
303,8.062905,0.323569,-0.096026,-0.085235,0.009535,-0.011732,0.017939
304,8.062963,0.240180,0.020699,0.129511,0.008268,-0.013536,0.016659
305,8.063021,0.327460,0.159822,1.139775,0.008622,-0.012285,0.017170
306,8.063079,0.235701,0.292035,0.081568,0.007859,-0.012812,0.018429
307,8.063137,0.167835,0.249158,0.516003,0.008446,-0.012321,0.016889
308,8.063194,-0.016121,0.130084,0.577820,0.021419,-0.003946,0.028348
309,8.063252,0.065165,0.195241,0.732783,0.008640,-0.012053,0.015481
310,8.063310,0.049091,0.242097,-0.150007,0.008571,-0.012566,0.017801
311,8.063368,0.113628,0.252192,0.072418,0.007896,-0.012708,0.016732
312,8.063426,0.005184,0.102315,-0.025620,0.014702,-0.012452,0.020666
313,8.063484,-0.036775,0.062603,-0.153030,0.011069,-0.010577,0.015598
314,8.063542,0.111130,-0.022513,0.236616,0.008370,-0.011590,0.016241
315,8.063600,0.067451,-0.017256,0.548233,0.006516,-0.014589,0.026400
316,8.063657,0.120125,0.006432,0.314252,0.007933,-0.006752,0.023548
317,8.063715,0.067790,0.007953,-0.148842,0.009250,-0.030265,0.010943
318,8.063773,0.060988,0.109163,-0.052851,0.010157,-0.012416,0.016717
319,8.063831,0.099925,0.092474,-0.146055,0.009279,-0.011555,0.013498
320,8.063889,0.197306,0.041140,0.282869,0.007943,-0.013610,0.017518
321,8.063947,0.128859,0.126899,0.827952,0.008346,-0.012654,0.015786
322,8.064005,0.050222,0.165519,0.326127,0.009319,-0.010715,0.009221
323,8.064062,0.078225,0.125042,0.173019,0.008023,-0.012460,0.015338
324,8.064120,0.089612,0.119417,0.082639,0.007724,-0.012980,0.015589
325,8.064178,0.163591,0.270694,0.621797,0.008275,-0.012436,0.015913
326,8.064236,0.167416,0.287397,-0.374767,0.008555,-0.012634,0.015786
327,8.064294,0.108184,0.508577,-0.571093,0.008116,-0.013272,0.017288
328,8.064352,0.066052,0.634797,0.134902,0.007724,-0.010769,0.015657
329,8.064410,0.113536,0.631327,-0.505714,0.008057,-0.013131,0.017460
330,8.064468,-0.057835,0.437704,-0.241037,0.010177,-0.010636,0.011829
331,8.064525,-0.004542,0.454912,0.371484,0.005453,-0.014838,0.014376
332,8.064583,-0.096324,0.381755,-0.118780,0.009164,-0.012498,0.016911
333,8.064641,0.033799,0.495521,-0.041997,0.010205,-0.012687,0.016989
334,8.064699,-0.019967,0.523773,-0.355219,0.013393,-0.009356,0.020156
335,8.064757,-0.076191,0.300797,-0.428794,0.009018,-0.012839,0.015916
336,8.064815,-0.117055,0.229835,-0.233670,0.009120,-0.011963,0.014893
337,8.064873,-0.083638,0.214393,0.661652,0.008695,-0.012348,0.015749
338,8.064931,0.010411,0.153517,0.377841,0.007048,-0.013571,0.015570
339,8.064988,0.116091,0.192107,0.921460,0.008027,-0.012916,0.015452
340,8.065046,0.151717,0.326836,-0.027462,0.015206,-0.010634,0.015725
341,8.065104,0.062735,0.335285,0.550945,0.008247,-0.012491,0.013674
342,8.065162,0.066985,0.459765,0.486813,0.007894,-0.012943,0.015139
343,8.065220,0.082891,0.462889,-0.176237,0.008412,-0.012571,0.015031
344,8.065278,0.118715,0.605738,1.035291,0.008131,-0.012617,0.014856
345,8.065336,-0.007073,0.559754,-1.178360,0.004471,-0.015035,0.012135
346,8.065394,0.041830,0.552056,0.864877,0.007422,-0.013509,0.016154
347,8.065451,0.034951,0.489137,0.907936,0.007801,-0.013181,0.014255
348,8.065509,0.085064,0.498145,0.944041,0.008002,-0.012838,0.014549
349,8.065567,-0.081959,0.519937,0.732820,0.008488,-0.012343,0.015028
350,8.065625,-0.020140,0.502655,0.400267,0.011325,-0.010567,0.017216
351,8.065683,0.008363,0.415724,-0.020065,-0.009160,-0.016629,0.006447
352,8.065741,0.115255,0.349824,0.547220,0.008063,-0.012519,0.013783
353,8.065799,0.040282,0.296839,0.411015,0.007679,-0.013033,0.014126
354,8.065856,0.073330,0.159095,0.509257,0.007703,-0.013011,0.014726
